analysis,estimand,estimate,ci95_low,ci95_high,resampling_unit,replicates,discarded_invalid_replicates
main,cascade_minus_matched_single_macro_f1,-0.02750001906992383,-0.03960253633015352,-0.015464844717423397,filename_group_constraint_component,5000,0
main,cascade_minus_matched_single_accuracy,-0.023669759515243305,-0.03535736929397878,-0.012252825572642801,filename_group_constraint_component,5000,0
main,cascade_minus_matched_single_recall_normal,0.021052631578947434,0.0105924743375507,0.031317720576284375,filename_group_constraint_component,5000,0
main,cascade_minus_matched_single_recall_bacterial,-0.04239302694136282,-0.060720721012765294,-0.023737195850249252,filename_group_constraint_component,5000,0
main,cascade_minus_matched_single_recall_viral,-0.03603603603603611,-0.064897361490984,-0.00765096317406389,filename_group_constraint_component,5000,0
