model,brier_before,brier_after,ece_before,ece_after,nll_before,nll_after
cernet_resnet50,0.18718649601990928,0.18534126191190653,0.058814818704528427,0.057692322575539565,0.5553365488214609,0.5498234064498136
cernet_resnet50_tuned,0.20164621477031888,0.19638735320624262,0.16771603969961024,0.1634903380671463,0.6085232128019537,0.5810901449087649
