analysis,n_permutations,observed_auc,permuted_auc_mean,permuted_auc_ci95_low,permuted_auc_ci95_high,empirical_p_ge_observed
extended_technical_features_label_permutation,200,0.7158159104589858,0.4975618678974141,0.45244226372345664,0.5391703498963677,0.004975124378109453
