task,metric,estimate,ci95_low,ci95_high
single_stage_three_class,accuracy,0.8017391304347826,0.7548332881539713,0.8467026425699676
single_stage_three_class,macro_f1,0.8031334454343083,0.7642970466721671,0.8414285740132962
single_stage_three_class,normal_recall,0.9493670886075949,0.9117553983618764,0.9810126582278481
single_stage_three_class,bacterial_recall,0.796875,0.740083660931234,0.8507477732306211
single_stage_three_class,viral_recall,0.6645962732919255,0.5632878081279147,0.7769244604316546
