task,metric,estimate,ci95_low,ci95_high
end_to_end_cascade,accuracy,0.8,0.7423633063709377,0.8509559718278698
end_to_end_cascade,macro_f1,0.7907063630764196,0.739077588584687,0.8380639158676865
end_to_end_cascade,normal_recall,0.9746835443037974,0.9482702642185401,0.9941193570451436
end_to_end_cascade,bacterial_recall,0.83203125,0.7689075630252101,0.886492321279623
end_to_end_cascade,viral_recall,0.577639751552795,0.45143363917635765,0.7096941045606229
