comparison,auc_difference,ci95_low,ci95_high,conclusive
stage1_pneunet_minus_hog,0.0183195215979116,0.0084766157267425,0.030921780578618,True
stage2_pneunet_v2_minus_hog,0.1114858307453415,0.0605911941143275,0.1612196076511116,True
stage2_cernet_tuned_minus_baseline,0.0427989130434781,0.0203021071072551,0.0664760672595886,True
