analysis,estimand,estimate,ci95_low,ci95_high,resampling_unit,replicates,discarded_invalid_replicates
conservative_raw_identifier,cascade_minus_matched_single_macro_f1,-0.0026241154785652254,-0.014056924936473605,0.009185967018926591,filename_group_constraint_component,5000,0
conservative_raw_identifier,cascade_minus_matched_single_accuracy,-0.006248816512024247,-0.017263562828575572,0.005145556554352279,filename_group_constraint_component,5000,0
conservative_raw_identifier,cascade_minus_matched_single_recall_normal,-0.028771929824561338,-0.04140858240966329,-0.0169130214691957,filename_group_constraint_component,5000,0
conservative_raw_identifier,cascade_minus_matched_single_recall_bacterial,-0.022187004754358197,-0.03946920138019613,-0.0050897565705756475,filename_group_constraint_component,5000,0
conservative_raw_identifier,cascade_minus_matched_single_recall_viral,0.048048048048048075,0.02064141396456339,0.07680156862745094,filename_group_constraint_component,5000,0
